Id,SalePrice
1948,179271.06
1949,208683.97
1950,180309.88
1951,254018.05
1952,216266.56
1953,159727.22
1954,183545.3
1955,144096.08
1956,293564.94
1957,158204.4
1958,274754.28
1959,153131.72
1960,110319.75
1961,122390.14
1962,95319.484
1963,107281.484
1964,109520.555
1965,142953.9
1966,164157.48
1967,287478.38
1968,470418.06
1969,377676.03
1970,439502.5
1971,433409.06
1972,344434.88
1973,261266.05
1974,311955.56
1975,464005.22
1976,276192.2
1977,358808.44
1978,415346.53
1979,300147.6
1980,194858
1981,283465.53
1982,248780.02
1983,216301.8
1984,162775.84
1985,181620.23
1986,196071.62
1987,175919.66
1988,177133.16
1989,189970.39
1990,207600.05
1991,236004.73
1992,203883.39
1993,170859.14
1994,227075.9
1995,183560.81
1996,252735.58
1997,339334.53
1998,304217.1
1999,248274.33
2000,305627.4
2001,246969.61
2002,219284.9
2003,237522
2004,217401.11
2005,192041.89
2006,238301.72
2007,240688.98
2008,225420.44
2009,181819.06
2010,194311.02
2011,174496.73
2012,184940.84
2013,179987.77
2014,193565.02
2015,199459.83
2016,188908.61
2017,200474.95
2018,119672.66
2019,130056.19
2020,109407.734
2021,110642.83
2022,197994
2023,130944.89
2024,242738
2025,362586.38
2026,175151.44
2027,158736.66
2028,155531.34
2029,186051.36
2030,281249.97
2031,229962.78
2032,246130.88
2033,267809.03
2034,162492.77
2035,209319.56
2036,199925.12
2037,225532.62
2038,292539.3
2039,238087.92
2040,424175.88
2041,282761.34
2042,208685.6
2043,174935.94
2044,172795.12
2045,209732.69
2046,149497.84
2047,154523.28
2048,132383.22
2049,146618.81
2050,180517.64
2051,117003.17
2052,139052.92
2053,149923.27
2054,93904.42
2055,154082.53
2056,136486.75
2057,118471.06
2058,205654.92
2059,129871.46
2060,168840.22
2061,146925.69
2062,131328.48
2063,117027.85
2064,141146.66
2065,117754.13
2066,182264.53
2067,135818.92
2068,142869.9
2069,86675.41
2070,112979.664
2071,94641.06
2072,150126.95
2073,131227.1
2074,182722.2
2075,139798.97
2076,129315.28
2077,146477.53
2078,123164.125
2079,124072.44
2080,119948.54
2081,122265.36
2082,133156.89
2083,155078.89
2084,118492.06
2085,122816.37
2086,125622.414
2087,107243.57
2088,110507.11
2089,95535.36
2090,146089.77
2091,130426.055
2092,127850.01
2093,136233.36
2094,108896.06
2095,153783.05
2096,98909.74
2097,97694.125
2098,172484.16
2099,80928.21
2100,91947.46
2101,130787.15
2102,116145.63
2103,105882.44
2104,140501.47
2105,148774.16
2106,88424.49
2107,207699.3
2108,113026.68
2109,112086.44
2110,139396.22
2111,143491.52
2112,141576.7
2113,126387.49
2114,117231.94
2115,172316.62
2116,113782.62
2117,173270.34
2118,117145.38
2119,111215.57
2120,122471
2121,130760.055
2122,109877.195
2123,107259.586
2124,157611.94
2125,149261.25
2126,157959.78
2127,194337.02
2128,146118.84
2129,108830.234
2130,169532.7
2131,180292.6
2132,112906.125
2133,121148.91
2134,116551.96
2135,110281.33
2136,96078.445
2137,114471.33
2138,134596.27
2139,151156.56
2140,134544.34
2141,146484.12
2142,133586.1
2143,134988.73
2144,139996.27
2145,129554.92
2146,158562.4
2147,165862.6
2148,129263.03
2149,137381.11
2150,231736.75
2151,114659.41
2152,195278.64
2153,152436.4
2154,110023.945
2155,126311.195
2156,277116.66
2157,203543.78
2158,228611.89
2159,190195.5
2160,174069.92
2161,235489.31
2162,297335.66
2163,254199.69
2164,219230.95
2165,187011.2
2166,141802.28
2167,212798.42
2168,214680.86
2169,203781.39
2170,212878.77
2171,156160.02
2172,132205.64
2173,177465.55
2174,250630.72
2175,263423.34
2176,299714.6
2177,257714.39
2178,200868.17
2179,145715.17
2180,216703.5
2181,192507.38
2182,222898.75
2183,204529.61
2184,131520.89
2185,136184.81
2186,142204.25
2187,149820.58
2188,164675.9
2189,220524.81
2190,86886.06
2191,71428.08
2192,106538.8
2193,112962.18
2194,108605.445
2195,113749.516
2196,94630.65
2197,120350.64
2198,178834.89
2199,195808.02
2200,160845.38
2201,157547.95
2202,232582.67
2203,169168.34
2204,200237.8
2205,144881.81
2206,137914.78
2207,230422.89
2208,241326.73
2209,215330.42
2210,124637.05
2211,117313.82
2212,111438.625
2213,112096.97
2214,142232.27
2215,113465.58
2216,170757.48
2217,100273.25
2218,106517.17
2219,77209.11
2220,79236.195
2221,339393.44
2222,209782.28
2223,231144.45
2224,201505.34
2225,153321.06
2226,165225.11
2227,196050.23
2228,258278.62
2229,215849.55
2230,169868.05
2231,204745.38
2232,182726.05
2233,172635.39
2234,247273.38
2235,193046.58
2236,316016.97
2237,336519.56
2238,193468.73
2239,102875.61
2240,161589.16
2241,154470.55
2242,123452.56
2243,132132.28
2244,95608.03
2245,96424.88
2246,138178.95
2247,103658.72
2248,135498.25
2249,125227.42
2250,134365.4
2251,137748.12
2252,164049.9
2253,162220.53
2254,174215.12
2255,184506.97
2256,179971.12
2257,202819.39
2258,169179.58
2259,176172.12
2260,159951.34
2261,189965
2262,223543.53
2263,335436.47
2264,412332
2265,192264.81
2266,288736.44
2267,430717.34
2268,388242.22
2269,144720.9
2270,182082.77
2271,190199.27
2272,192073.97
2273,168932.94
2274,191945.1
2275,156517.34
2276,196199.05
2277,190299.23
2278,159978.8
2279,128966.71
2280,126302.96
2281,171081.1
2282,169184.89
2283,98202.37
2284,108413.87
2285,157105.45
2286,124680.414
2287,280741.47
2288,258874.4
2289,405194.03
2290,423971.3
2291,319854.66
2292,379251.47
2293,431520.6
2294,403745.2
2295,442996.66
2296,310149.28
2297,315989.5
2298,266920.9
2299,372870.4
2300,316073.34
2301,219589.34
2302,225705.16
2303,242321.05
2304,246347.84
2305,178707.48
2306,172838.16
2307,190067.39
2308,202686.39
2309,280483.94
2310,215796.77
2311,196177.62
2312,183230.34
2313,169976.39
2314,172295.58
2315,173344.5
2316,198672.73
2317,188855.86
2318,175895.55
2319,178949.12
2320,191480.47
2321,248881.12
2322,167110.81
2323,181567.62
2324,156641
2325,205988.22
2326,163632.48
2327,205702.73
2328,215721.56
2329,188290.62
2330,177306.67
2331,381757.03
2332,459910.75
2333,319212.9
2334,257479.75
2335,257318.9
2336,319013.6
2337,230629.6
2338,288945.1
2339,223553.95
2340,353014.1
2341,222574.56
2342,235191.83
2343,224688.34
2344,224886.03
2345,229720.48
2346,233031
2347,225210.58
2348,220168.03
2349,169227.69
2350,268250.56
2351,253005.03
2352,220317.23
2353,229396.52
2354,130898.57
2355,145112.34
2356,152574.56
2357,190601.34
2358,201501.67
2359,142413.75
2360,113878.59
2361,132930.38
2362,300393.34
2363,134420.88
2364,160655.81
2365,239064.22
2366,196053.5
2367,205409.31
2368,213136.86
2369,205623.7
2370,188164.1
2371,174784.34
2372,202261.4
2373,294381
2374,303793.06
2375,265476.75
2376,275768.12
2377,394763.16
2378,154163.36
2379,206006.86
2380,137004.75
2381,170749.77
2382,193041.03
2383,193902.77
2384,222571.5
2385,150459.3
2386,123622.164
2387,140847.34
2388,105308.04
2389,127455.71
2390,155212.05
2391,128912.35
2392,121526.98
2393,170205.23
2394,154055.2
2395,196156.3
2396,151466.62
2397,198356.94
2398,133809.88
2399,53337.52
2400,80284.25
2401,106786.67
2402,141785.64
2403,146182.47
2404,143168.06
2405,167226.88
2406,136533.31
2407,132357.62
2408,151688.7
2409,136307.94
2410,164384.52
2411,117675.3
2412,159822.39
2413,139163.81
2414,147998.61
2415,142946.83
2416,127493.77
2417,128500.99
2418,130258.58
2419,133593.03
2420,120312.14
2421,145380.27
2422,108369.11
2423,133112.7
2424,154725.47
2425,203663.75
2426,128667.33
2427,146563.36
2428,164469.44
2429,113189.94
2430,131518.9
2431,121257.11
2432,146393.28
2433,149057.64
2434,131853.61
2435,148619.67
2436,122412.875
2437,113745.48
2438,137344.7
2439,105710.54
2440,123593.82
2441,91092.78
2442,105831.69
2443,134855.83
2444,122520.805
2445,93854.695
2446,122546.8
2447,182719.84
2448,149965.75
2449,114718.95
2450,162480
2451,139687.6
2452,199613.05
2453,89971.25
2454,138255.95
2455,119519.11
2456,140401
2457,136806.39
2458,123547.44
2459,115687.27
2460,133282.72
2461,121860.3
2462,137210.84
2463,123787.43
2464,161134.39
2465,138464.56
2466,111889.56
2467,126357.28
2468,96166.31
2469,101042.32
2470,191402.5
2471,174263.62
2472,197865.27
2473,119095.11
2474,113451.86
2475,217425.1
2476,120456.555
2477,131996.69
2478,154181.06
2479,96690.7
2480,137996.58
2481,110338.625
2482,126366.11
2483,119148.38
2484,117966.51
2485,121446.11
2486,150657.7
2487,175212.11
2488,134284.56
2489,134489.64
2490,151609.19
2491,104318.086
2492,193284.38
2493,150852.08
2494,157424.4
2495,88635.12
2496,252042.27
2497,146188.47
2498,104680.95
2499,79234.56
2500,125867.88
2501,149132.31
2502,139113.86
2503,105128.125
2504,204211.23
2505,214905.89
2506,254534.92
2507,297205.62
2508,244433.05
2509,221961.5
2510,220356.48
2511,180898.4
2512,208720.47
2513,221051.66
2514,220651.52
2515,158969.86
2516,170735.17
2517,141417.61
2518,147340.34
2519,225064.95
2520,215895.86
2521,188659.4
2522,216610.22
2523,126514.016
2524,138150.34
2525,148400.9
2526,138977.84
2527,113014.734
2528,129793.625
2529,137783.8
2530,142420.44
2531,223287.6
2532,213602.52
2533,210861.39
2534,218634.86
2535,321605.7
2536,210077.06
2537,231314.73
2538,189544.98
2539,184207.39
2540,185767.39
2541,182183.22
2542,167581.31
2543,120925.805
2544,129404.914
2545,138795.8
2546,135952.52
2547,121650.6
2548,152223.05
2549,154773.3
2550,233937.16
2551,138907.9
2552,116162.8
2553,100578.36
2554,123120.67
2555,111517.03
2556,83018.945
2557,104678.445
2558,155716.34
2559,154210.16
2560,166235.23
2561,156196.25
2562,167039.31
2563,161760
2564,193651.69
2565,154284.48
2566,184581.47
2567,154775.62
2568,202570.81
2569,199439.31
2570,120317.836
2571,179317.17
2572,175220.31
2573,221664.69
2574,343739.84
2575,132754.27
2576,153226.19
2577,194285.44
2578,93455.51
2579,75507.17
2580,138062.62
2581,158004.16
2582,130033.086
2583,280041.97
2584,157879.03
2585,168985.89
2586,213711.9
2587,171240.31
2588,148704.19
2589,140270.94
2590,197156.17
2591,206295.38
2592,209385.92
2593,253884.95
2594,175597.77
2595,196378.53
2596,275055.94
2597,182459.28
2598,253033.84
2599,277435.5
2600,158270.38
2601,141792.53
2602,77684.5
2603,91520.34
2604,90399.79
2605,83062.28
2606,145344.45
2607,177858.14
2608,189383.31
2609,159837.2
2610,116418.43
2611,153875.44
2612,138073.78
2613,128974.414
2614,124797.68
2615,153219.5
2616,144817.9
2617,170795.9
2618,159216.47
2619,191818.95
2620,196082.5
2621,186104.95
2622,189560.12
2623,236700.73
2624,264296.72
2625,356043.28
2626,170639.22
2627,181797.61
2628,350124.03
2629,548683
2630,346761.06
2631,399495.22
2632,338129.88
2633,303259.03
2634,365965.62
2635,146200.48
2636,187116.5
2637,180003.89
2638,257522.58
2639,187131.2
2640,149418.28
2641,100467.31
2642,175277.42
2643,98810.65
2644,122595.19
2645,102590.46
2646,91270.945
2647,93771.43
2648,146674.75
2649,169543.22
2650,157680.88
2651,145643.62
2652,401592.12
2653,232945.27
2654,240123.95
2655,324303
2656,288003.12
2657,317827.94
2658,261254.83
2659,331231.44
2660,388908.97
2661,304695.7
2662,309886
2663,266021.16
2664,233291.02
2665,304793.53
2666,251368.94
2667,164046.06
2668,167607.4
2669,183964.8
2670,275993.56
2671,180331.03
2672,169748.02
2673,201460.95
2674,198579.12
2675,177387.36
2676,188292.45
2677,195196.05
2678,233023.83
2679,272141.72
2680,277430.06
2681,440011.97
2682,312943.06
2683,476396.06
2684,313124.25
2685,375320.5
2686,247552.11
2687,337905.84
2688,204391.05
2689,227735.69
2690,384699.1
2691,189715.42
2692,139642.1
2693,182799.3
2694,146830.89
2695,190243.97
2696,187462.45
2697,193247.5
2698,190936.39
2699,187155
2700,166912.14
2701,147310.16
2702,119146.86
2703,126463.625
2704,133610.98
2705,111804.41
2706,111703.03
2707,117512.805
2708,128884.11
2709,111131.086
2710,122349.36
2711,309690.75
2712,439540.16
2713,170825.83
2714,150243
2715,168960.56
2716,153175.56
2717,194277.69
2718,242195.67
2719,167030.52
2720,172208.17
2721,146353.4
2722,184677.11
2723,131435.64
2724,136534.61
2725,133044.14
2726,142790.88
2727,169998.12
2728,176261.64
2729,162299.64
2730,145346.02
2731,130690.63
2732,124343.086
2733,154842.1
2734,162006.83
2735,136663.77
2736,144267.77
2737,126774.2
2738,143274.48
2739,161640.08
2740,146791.03
2741,151950.95
2742,146274.1
2743,148269.47
2744,158268.06
2745,139029.14
2746,136827.23
2747,165538.95
2748,127054.42
2749,121030.484
2750,131498.16
2751,139582.05
2752,221225.16
2753,160034.34
2754,184501.25
2755,128252.8
2756,105673.84
2757,102960.57
2758,97774.77
2759,183243.89
2760,139419.98
2761,137841.33
2762,147857.31
2763,166373.9
2764,183215.12
2765,251691.95
2766,169816.95
2767,83434.984
2768,129950.46
2769,131265.64
2770,124753.11
2771,114653.5
2772,131688
2773,174316.55
2774,159224.11
2775,126084.36
2776,141567.39
2777,142465.69
2778,107806.02
2779,143320.48
2780,93161.414
2781,106111.43
2782,104606.26
2783,123176.54
2784,120844.25
2785,157979.14
2786,88522.414
2787,120481.62
2788,76305.22
2789,173770.08
2790,82621.23
2791,112714.8
2792,68022.07
2793,160520.45
2794,94616.82
2795,117101.78
2796,102098.99
2797,183116.67
2798,125993.16
2799,118272.21
2800,70911.73
2801,118971.57
2802,138597.42
2803,147098.84
2804,144379.75
2805,99030.52
2806,94793.74
2807,167286.64
2808,144514.78
2809,135776
2810,135063.1
2811,146734.4
2812,143367.12
2813,139576.72
2814,156950.25
2815,98951.59
2816,271006.62
2817,153760.3
2818,127498.31
2819,163180.12
2820,144815.1
2821,102404.734
2822,226177.16
2823,253392.44
2824,180620.97
2825,170955.42
2826,134399.23
2827,141687.2
2828,229685.23
2829,184018.42
2830,225243.9
2831,180831.53
2832,237213.06
2833,277584.16
2834,208936.45
2835,221038.48
2836,195462.84
2837,190263.66
2838,135142.7
2839,190783.92
2840,206338.66
2841,201437.64
2842,228231.3
2843,182103.47
2844,179004.11
2845,135205.3
2846,205884.89
2847,212528.56
2848,234948.89
2849,198474.27
2850,268951.2
2851,225435.84
2852,221041.6
2853,220568.73
2854,143735.78
2855,205766.44
2856,206551.64
2857,191118.97
2858,201578.06
2859,139590.78
2860,120767.14
2861,116734.91
2862,172043.98
2863,119858.9
2864,227880.42
2865,136848.36
2866,128489.484
2867,95999.555
2868,99886.16
2869,107029.58
2870,137328.19
2871,93148.734
2872,60830.19
2873,112227.28
2874,132989.12
2875,125541.016
2876,167488.14
2877,142043.22
2878,186379.94
2879,118930.65
2880,93557.016
2881,175930.83
2882,176620.52
2883,182470.17
2884,177020.27
2885,197620.2
2886,240502.39
2887,115481.6
2888,132957.17
2889,60101.504
2890,84042.32
2891,150520.66
2892,72883.09
2893,114659.94
2894,68425.016
2895,346349.97
2896,297243.22
2897,177550.11
2898,155148.14
2899,180526.14
2900,156018.47
2901,216805.1
2902,171795.42
2903,327018.06
2904,281651.53
2905,109098.58
2906,198077.23
2907,106274.65
2908,129134.58
2909,153742.77
2910,75400.76
2911,69300.445
2912,140959.47
2913,78577.38
2914,75315.53
2915,76682.45
2916,77242.11
2917,158664.36
2918,121074.09
2919,183181.11
